SamplingTime, AccelerationX, AccelerationY, AccelerationZ, GyroX, GyroY, GyroZ, MagneticFieldX, MagneticFieldY, MagneticFieldZ
1643109175.854486, -0.335488, -10.855610, 2.238878, , , , , , 
1643109175.871156, -0.569820, -10.173412, 1.984494, , , , , , 
1643109175.887119, -0.767641, -9.740510, 1.721880, , , , , , 
1643109175.903577, -1.571494, -9.910648, 1.365892, , , , , , 
1643109175.921032, -1.845032, -13.319692, 1.323694, , , , , , 
1643109175.937869, -0.009726, -13.360992, 1.723526, , , , , , 
1643109175.954443, 2.765453, -12.116905, 0.274884, , , , , , 
1643109175.970470, 2.985121, -11.543643, -2.371756, , , , , , 
1643109175.987814, 2.722507, -11.197980, -2.990807, , , , , , 
1643109176.004481, 1.375020, -10.205285, -2.262072, , , , , , 
1643109176.021108, 1.231667, -10.058640, 0.506074, , , , , , 
1643109176.037814, 1.751359, -10.308385, 1.228076, , , , , , 
1643109176.054448, 2.770989, -10.937910, 0.378583, , , , , , 
1643109176.071141, 2.517054, -10.989685, -1.031452, , , , , , 
1643109176.087783, 1.979855, -10.865635, -1.272369, , , , , , 
1643109176.104536, 0.833182, -10.555586, -0.866252, , , , , , 
1643109176.121146, -0.322918, -9.786299, -0.184503, , , , , , 
1643109176.137818, -0.761356, -9.164555, 0.062249, , , , , , 
1643109176.154514, -0.831387, -8.252215, 0.219818, , , , , , 
1643109176.171266, -0.753575, -7.839065, 0.301819, , , , , , 
1643109176.187778, -0.303764, -7.147141, 0.599448, , , , , , 
1643109176.204532, 0.230143, -6.940491, 0.592415, , , , , , 
1643109176.221113, 0.486472, -7.010372, 0.494103, , , , , , 
1643109176.237807, 0.952593, -7.456891, 0.367809, , , , , , 
1643109176.254444, 1.177648, -8.197447, 0.291195, , , , , , 
1643109176.271217, 1.233912, -8.575731, 0.316184, , , , , , 
1643109176.287781, 1.187075, -9.187001, 0.456694, , , , , , 
1643109176.304541, 0.873734, -9.391705, 0.619649, , , , , , 
1643109176.321153, 0.654365, -9.368810, 0.643442, , , , , , 
1643109176.338286, 0.582988, -9.315689, 0.654964, , , , , , 
1643109176.353905, 0.802058, -9.374946, 0.722450, , , , , , 
1643109176.371198, 0.893187, -9.372701, 0.913687, , , , , , 
1643109176.387449, 0.851288, -9.389161, 1.304241, , , , , , 
1643109176.404499, 0.566977, -9.697863, 1.608155, , , , , , 
1643109176.421117, 0.406715, -9.989956, 1.807772, , , , , , 
1643109176.437864, 0.146944, -10.888081, 1.889175, , , , , , 
1643109176.453928, 0.090680, -11.533318, 1.951723, , , , , , 
1643109176.471202, -0.063746, -11.570279, 1.906533, , , , , , 
1643109176.487061, -0.223858, -11.080964, 1.900398, , , , , , 
1643109176.504474, -0.053720, -10.448146, 1.553089, , , , , , 
1643109176.521113, 0.158915, -10.097546, 1.678635, , , , , , 
1643109176.537878, -0.108936, -9.821763, 2.177077, , , , , , 
1643109176.554485, -0.393996, -12.605771, 1.950975, , , , , , 
1643109176.571228, 0.021997, -13.107356, 2.257583, , , , , , 
1643109176.587824, -0.433949, -11.780969, 0.568922, , , , , , 
1643109176.604538, -2.073828, -11.416152, -1.513285, , , , , , 
1643109176.621153, -2.327763, -10.992678, -1.386243, , , , , , 
1643109176.637823, -2.562394, -10.012851, 0.205901, , , , , , 
1643109176.654476, -2.503587, -9.193585, 0.705092, , , , , , 
1643109176.671178, -2.226308, -9.054871, 0.409857, , , , , , 
1643109176.687784, -1.880047, -9.419089, -0.389956, , , , , , 
